Source;Scrittori;Message Size;Time;Provenance
client1;8;16384;108820;LAN
client2;8;16384;183884;LAN
client3;8;16384;247238;LAN
client0;8;16384;352928;LAN
client4;8;16384;402076;LAN
client5;8;16384;574488;LAN
client6;8;16384;606788;LAN
client7;8;16384;1796102;LAN
client1;8;16384;49362;LAN
client3;8;16384;132092;LAN
client2;8;16384;119488;LAN
client4;8;16384;220284;LAN
client6;8;16384;239080;LAN
client7;8;16384;1427488;LAN
client0;8;16384;442152;LAN
client5;8;16384;612446;LAN
client1;8;16384;51614;LAN
client3;8;16384;136832;LAN
client0;8;16384;106732;LAN
client2;8;16384;329364;LAN
client4;8;16384;329222;LAN
client5;8;16384;535738;LAN
client6;8;16384;557180;LAN
client7;8;16384;1581552;LAN
client1;8;16384;557636;LAN
client0;8;16384;568364;LAN
client2;8;16384;764784;LAN
client3;8;16384;1028074;LAN
client4;8;16384;1017980;LAN
client5;8;16384;1152978;LAN
client6;8;16384;1195074;LAN
client7;8;16384;2392354;LAN
client0;8;16384;407816;LAN
client1;8;16384;695496;LAN
client2;8;16384;651220;LAN
client3;8;16384;864010;LAN
client4;8;16384;827650;LAN
client5;8;16384;834752;LAN
client6;8;16384;1073560;LAN
client7;8;16384;2092324;LAN
client0;8;16384;225616;LAN
client1;8;16384;349902;LAN
client2;8;16384;479172;LAN
client3;8;16384;528476;LAN
client4;8;16384;497248;LAN
client5;8;16384;669768;LAN
client6;8;16384;700760;LAN
client7;8;16384;1893244;LAN
client1;8;16384;187896;LAN
client2;8;16384;124952;LAN
client3;8;16384;154648;LAN
client0;8;16384;233162;LAN
client4;8;16384;265892;LAN
client5;8;16384;439788;LAN
client6;8;16384;468936;LAN
client7;8;16384;1493466;LAN
client1;8;16384;56140;LAN
client3;8;16384;150328;LAN
client0;8;16384;121364;LAN
client2;8;16384;349238;LAN
client4;8;16384;342206;LAN
client5;8;16384;505016;LAN
client6;8;16384;538454;LAN
client7;8;16384;1565768;LAN
client1;8;16384;481098;LAN
client0;8;16384;523384;LAN
client2;8;16384;736208;LAN
client3;8;16384;775882;LAN
client4;8;16384;883376;LAN
client5;8;16384;903006;LAN
client6;8;16384;1118834;LAN
client7;8;16384;2141554;LAN
client0;8;16384;322882;LAN
client1;8;16384;452412;LAN
client2;8;16384;548684;LAN
client3;8;16384;612836;LAN
client4;8;16384;582350;LAN
client5;8;16384;737114;LAN
client6;8;16384;773302;LAN
client7;8;16384;1967318;LAN
client1;8;16384;98828;LAN
client3;8;16384;87172;LAN
client0;8;16384;195126;LAN
client2;8;16384;253588;LAN
client4;8;16384;244604;LAN
client5;8;16384;434384;LAN
client6;8;16384;463980;LAN
client7;8;16384;1670028;LAN
client1;8;16384;57532;LAN
client2;8;16384;120726;LAN
client3;8;16384;332234;LAN
client4;8;16384;281998;LAN
client6;8;16384;461004;LAN
client7;8;16384;1489858;LAN
client0;8;16384;502070;LAN
client5;8;16384;689464;LAN
client1;8;16384;54048;LAN
client3;8;16384;139564;LAN
client0;8;16384;96242;LAN
client2;8;16384;305584;LAN
client4;8;16384;293206;LAN
client5;8;16384;298126;LAN
client6;8;16384;498858;LAN
client7;8;16384;1513452;LAN
client1;8;16384;415730;LAN
client0;8;16384;442674;LAN
client2;8;16384;629520;LAN
client3;8;16384;677938;LAN
client4;8;16384;807950;LAN
client5;8;16384;819510;LAN
client6;8;16384;1009688;LAN
client7;8;16384;2078200;LAN
client1;8;16384;284086;LAN
client2;8;16384;256332;LAN
client3;8;16384;304862;LAN
client0;8;16384;418632;LAN
client4;8;16384;449284;LAN
client5;8;16384;623006;LAN
client6;8;16384;652974;LAN
client7;8;16384;1677844;LAN
client1;8;16384;52174;LAN
client3;8;16384;55548;LAN
client0;8;16384;119478;LAN
client2;8;16384;181740;LAN
client4;8;16384;339522;LAN
client5;8;16384;347764;LAN
client6;8;16384;387894;LAN
client7;8;16384;1569852;LAN
client1;8;16384;353054;LAN
client0;8;16384;348760;LAN
client2;8;16384;590690;LAN
client3;8;16384;779524;LAN
client4;8;16384;761532;LAN
client5;8;16384;941576;LAN
client6;8;16384;985800;LAN
client7;8;16384;2172232;LAN
client0;8;16384;172124;LAN
client1;8;16384;462058;LAN
client2;8;16384;409354;LAN
client3;8;16384;456410;LAN
client4;8;16384;605498;LAN
client5;8;16384;623692;LAN
client6;8;16384;792544;LAN
client7;8;16384;1817606;LAN
client1;8;16384;93966;LAN
client3;8;16384;99866;LAN
client2;8;16384;122900;LAN
client0;8;16384;214212;LAN
client4;8;16384;255496;LAN
client5;8;16384;416832;LAN
client6;8;16384;456660;LAN
client7;8;16384;1482304;LAN
client1;8;16384;287370;LAN
client2;8;16384;358820;LAN
client3;8;16384;394460;LAN
client4;8;16384;500168;LAN
client6;8;16384;516526;LAN
client7;8;16384;1714296;LAN
client0;8;16384;725654;LAN
client5;8;16384;881420;LAN
client1;8;16384;165708;LAN
client2;8;16384;116116;LAN
client3;8;16384;277330;LAN
client4;8;16384;240264;LAN
client7;8;16384;1425052;LAN
client0;8;16384;431702;LAN
client5;8;16384;447134;LAN
client6;8;16384;629246;LAN
client1;8;16384;264914;LAN
client0;8;16384;269306;LAN
client2;8;16384;497060;LAN
client3;8;16384;707416;LAN
client4;8;16384;670592;LAN
client5;8;16384;687268;LAN
client6;8;16384;897460;LAN
client7;8;16384;1934544;LAN
client0;8;16384;107210;LAN
client1;8;16384;235002;LAN
client2;8;16384;320824;LAN
client3;8;16384;388456;LAN
client4;8;16384;355112;LAN
client5;8;16384;533278;LAN
client6;8;16384;560838;LAN
client7;8;16384;1753636;LAN
client1;8;16384;62652;LAN
client2;8;16384;110446;LAN
client3;8;16384;286734;LAN
client4;8;16384;247316;LAN
client6;8;16384;443598;LAN
client7;8;16384;1470262;LAN
client0;8;16384;495558;LAN
client5;8;16384;653512;LAN
client1;8;16384;59734;LAN
client3;8;16384;135340;LAN
client2;8;16384;126594;LAN
client4;8;16384;269772;LAN
client6;8;16384;295058;LAN
client7;8;16384;1453692;LAN
client0;8;16384;481020;LAN
client5;8;16384;673436;LAN
client1;8;16384;69504;LAN
client0;8;16384;107784;LAN
client2;8;16384;330226;LAN
client3;8;16384;376302;LAN
client4;8;16384;337374;LAN
client5;8;16384;492560;LAN
client6;8;16384;530548;LAN
client7;8;16384;1719230;LAN
client1;8;16384;65432;LAN
client3;8;16384;140752;LAN
client0;8;16384;82750;LAN
client2;8;16384;165800;LAN
client4;8;16384;304358;LAN
client5;8;16384;308974;LAN
client6;8;16384;513062;LAN
client7;8;16384;1529078;LAN
client1;8;16384;179574;LAN
client0;8;16384;128590;LAN
client2;8;16384;207832;LAN
client3;8;16384;411014;LAN
client4;8;16384;383246;LAN
client5;8;16384;556994;LAN
client6;8;16384;588704;LAN
client7;8;16384;1617128;LAN
client1;8;16384;169906;LAN
client0;8;16384;134296;LAN
client2;8;16384;356440;LAN
client3;8;16384;404658;LAN
client4;8;16384;546574;LAN
client5;8;16384;549366;LAN
client6;8;16384;582638;LAN
client7;8;16384;1766230;LAN
client1;8;16384;53114;LAN
client2;8;16384;99076;LAN
client3;8;16384;282078;LAN
client0;8;16384;235000;LAN
client4;8;16384;421238;LAN
client5;8;16384;423098;LAN
client6;8;16384;461396;LAN
client7;8;16384;1656826;LAN
client1;8;16384;68818;LAN
client0;8;16384;126156;LAN
client2;8;16384;323650;LAN
client3;8;16384;382720;LAN
client4;8;16384;497354;LAN
client5;8;16384;518678;LAN
client6;8;16384;714772;LAN
client7;8;16384;1748284;LAN
client1;8;16384;53424;LAN
client3;8;16384;172460;LAN
client0;8;16384;139716;LAN
client2;8;16384;358496;LAN
client4;8;16384;357010;LAN
client5;8;16384;371072;LAN
client6;8;16384;565688;LAN
client7;8;16384;1590506;LAN
client1;8;16384;597708;LAN
client0;8;16384;550016;LAN
client2;8;16384;771802;LAN
client3;8;16384;826666;LAN
client4;8;16384;944944;LAN
client5;8;16384;962374;LAN
client6;8;16384;1153508;LAN
client7;8;16384;2171276;LAN
client0;8;16384;361702;LAN
client1;8;16384;481228;LAN
client2;8;16384;586882;LAN
client3;8;16384;664002;LAN
client4;8;16384;767466;LAN
client5;8;16384;772024;LAN
client6;8;16384;908170;LAN
client7;8;16384;1940726;LAN
client1;8;16384;222740;LAN
client0;8;16384;132984;LAN
client2;8;16384;197598;LAN
client3;8;16384;405062;LAN
client4;8;16384;371958;LAN
client5;8;16384;540500;LAN
client6;8;16384;573586;LAN
client7;8;16384;1601036;LAN
client1;8;16384;516496;LAN
client2;8;16384;561030;LAN
client3;8;16384;612424;LAN
client4;8;16384;736828;LAN
client6;8;16384;752168;LAN
client7;8;16384;1786146;LAN
client0;8;16384;971594;LAN
client1;8;16384;105888;LAN
client5;8;16384;1190690;LAN
client0;8;16384;216294;LAN
client2;8;16384;273362;LAN
client3;8;16384;483228;LAN
client4;8;16384;445684;LAN
client5;8;16384;616638;LAN
client6;8;16384;649384;LAN
client7;8;16384;1676614;LAN
client1;8;16384;49020;LAN
client3;8;16384;126688;LAN
client0;8;16384;110000;LAN
client2;8;16384;312170;LAN
client4;8;16384;304034;LAN
client5;8;16384;313508;LAN
client6;8;16384;510426;LAN
client7;8;16384;1534544;LAN
client1;8;16384;460962;LAN
client0;8;16384;448504;LAN
client2;8;16384;663916;LAN
client3;8;16384;722226;LAN
client4;8;16384;878276;LAN
client5;8;16384;876790;LAN
client6;8;16384;1099478;LAN
client7;8;16384;2122676;LAN
client0;8;16384;137588;LAN
client1;8;16384;412494;LAN
client2;8;16384;356286;LAN
client3;8;16384;589726;LAN
client4;8;16384;553006;LAN
client5;8;16384;564394;LAN
client6;8;16384;760842;LAN
client7;8;16384;1783386;LAN
client1;8;16384;83500;LAN
client3;8;16384;67774;LAN
client2;8;16384;221630;LAN
client0;8;16384;193398;LAN
client4;8;16384;228076;LAN
client5;8;16384;396990;LAN
client6;8;16384;431782;LAN
client7;8;16384;1627928;LAN
client1;8;16384;423818;LAN
client0;8;16384;429858;LAN
client2;8;16384;659052;LAN
client3;8;16384;715268;LAN
client4;8;16384;832766;LAN
client5;8;16384;847782;LAN
client6;8;16384;1073382;LAN
client7;8;16384;2087314;LAN
client0;8;16384;259250;LAN
client1;8;16384;399088;LAN
client2;8;16384;505286;LAN
client3;8;16384;543420;LAN
client4;8;16384;510650;LAN
client5;8;16384;699000;LAN
client6;8;16384;733212;LAN
client7;8;16384;1926252;LAN
client7;8;16384;1061078;LAN
client0;8;65356;246502;LAN
client1;8;65356;314891;LAN
client2;8;65356;504607;LAN
client3;8;65356;747894;LAN
client5;8;65356;884583;LAN
client6;8;65356;1131191;LAN
client7;8;65356;1350339;LAN
client0;8;65356;1127889;LAN
client1;8;65356;1338209;LAN
client2;8;65356;1419674;LAN
client3;8;65356;1683658;LAN
client4;8;65356;2300924;LAN
client5;8;65356;2100355;LAN
client6;8;65356;2295667;LAN
client7;8;65356;2439803;LAN
client0;8;65356;2223557;LAN
client1;8;65356;2315471;LAN
client2;8;65356;2550381;LAN
client3;8;65356;2759627;LAN
client4;8;65356;3378795;LAN
client5;8;65356;3187157;LAN
client6;8;65356;3327769;LAN
client7;8;65356;3637711;LAN
client0;8;65356;3375760;LAN
client1;8;65356;3586238;LAN
client2;8;65356;3823469;LAN
client3;8;65356;3904896;LAN
client4;8;65356;4651141;LAN
client5;8;65356;4305702;LAN
client6;8;65356;4702262;LAN
client7;8;65356;4827642;LAN
client0;8;65356;4621722;LAN
client1;8;65356;4854371;LAN
client2;8;65356;4952970;LAN
client3;8;65356;5180501;LAN
client4;8;65356;5813746;LAN
client5;8;65356;5576944;LAN
client6;8;65356;5813525;LAN
client7;8;65356;5896553;LAN
client0;8;65356;5703754;LAN
client1;8;65356;5838805;LAN
client2;8;65356;6077175;LAN
client3;8;65356;6183058;LAN
client4;8;65356;6847728;LAN
client5;8;65356;6620036;LAN
client6;8;65356;6799459;LAN
client7;8;65356;6906768;LAN
client0;8;65356;6769490;LAN
client1;8;65356;6854031;LAN
client2;8;65356;7114420;LAN
client3;8;65356;7301963;LAN
client4;8;65356;7917142;LAN
client5;8;65356;7779800;LAN
client6;8;65356;7840171;LAN
client7;8;65356;8069891;LAN
client0;8;65356;7834704;LAN
client1;8;65356;7985347;LAN
client2;8;65356;8293058;LAN
client3;8;65356;8291479;LAN
client4;8;65356;9109567;LAN
client5;8;65356;8760677;LAN
client6;8;65356;8888566;LAN
client7;8;65356;9141779;LAN
client0;8;65356;8836786;LAN
client1;8;65356;9073578;LAN
client2;8;65356;9289627;LAN
client3;8;65356;9374587;LAN
client4;8;65356;10181142;LAN
client5;8;65356;9801364;LAN
client6;8;65356;10169375;LAN
client7;8;65356;10265063;LAN
client0;8;65356;10106973;LAN
client1;8;65356;10385403;LAN
client2;8;65356;10510470;LAN
client3;8;65356;10739678;LAN
client4;8;65356;11408526;LAN
client5;8;65356;11167741;LAN
client6;8;65356;11305641;LAN
client7;8;65356;11599847;LAN
client0;8;65356;11291946;LAN
client1;8;65356;11484815;LAN
client2;8;65356;11674112;LAN
client3;8;65356;11804916;LAN
client4;8;65356;12549814;LAN
client5;8;65356;12163779;LAN
client6;8;65356;12386384;LAN
client7;8;65356;12664918;LAN
client0;8;65356;12340498;LAN
client1;8;65356;12676092;LAN
client2;8;65356;12942753;LAN
client3;8;65356;13137012;LAN
client4;8;65356;13797738;LAN
client5;8;65356;13548431;LAN
client6;8;65356;13717462;LAN
client7;8;65356;13925122;LAN
client0;8;65356;13690767;LAN
client1;8;65356;13859787;LAN
client2;8;65356;14174330;LAN
client3;8;65356;14176558;LAN
client4;8;65356;14879265;LAN
client5;8;65356;14631923;LAN
client6;8;65356;14774497;LAN
client7;8;65356;15084455;LAN
client0;8;65356;14916170;LAN
client1;8;65356;15110123;LAN
client2;8;65356;15256980;LAN
client3;8;65356;15422208;LAN
client4;8;65356;16146483;LAN
client5;8;65356;15811827;LAN
client6;8;65356;16035962;LAN
client7;8;65356;16171289;LAN
client0;8;65356;15943981;LAN
client1;8;65356;16171313;LAN
client2;8;65356;16282427;LAN
client3;8;65356;16492074;LAN
client4;8;65356;17145862;LAN
client5;8;65356;16831691;LAN
client6;8;65356;17050959;LAN
client7;8;65356;17423148;LAN
client0;8;65356;17158334;LAN
client1;8;65356;17273142;LAN
client2;8;65356;17461659;LAN
client3;8;65356;17615792;LAN
client4;8;65356;18309372;LAN
client5;8;65356;17996427;LAN
client6;8;65356;18185810;LAN
client7;8;65356;18378101;LAN
client0;8;65356;18113549;LAN
client1;8;65356;18291845;LAN
client2;8;65356;18450577;LAN
client3;8;65356;18616019;LAN
client4;8;65356;19310717;LAN
client5;8;65356;19053240;LAN
client6;8;65356;19343908;LAN
client7;8;65356;19546240;LAN
client0;8;65356;19293593;LAN
client1;8;65356;19436137;LAN
client2;8;65356;19632029;LAN
client3;8;65356;19785630;LAN
client4;8;65356;20478166;LAN
client5;8;65356;20175472;LAN
client6;8;65356;20372780;LAN
client7;8;65356;20566346;LAN
client0;8;65356;20319430;LAN
client1;8;65356;20498725;LAN
client2;8;65356;20659170;LAN
client3;8;65356;20817776;LAN
client4;8;65356;21572635;LAN
client6;8;65356;21544591;LAN
client7;8;65356;21834306;LAN
client0;8;65356;21543838;LAN
client1;8;65356;21727027;LAN
client2;8;65356;21922279;LAN
client3;8;65356;22084240;LAN
client4;8;65356;22775215;LAN
client5;8;65356;22973032;LAN
client5;8;65356;22471516;LAN
client6;8;65356;22659817;LAN
client7;8;65356;22836442;LAN
client0;8;65356;22602273;LAN
client1;8;65356;22780319;LAN
client2;8;65356;22955472;LAN
client3;8;65356;23175851;LAN
client4;8;65356;23869661;LAN
client5;8;65356;23557374;LAN
client6;8;65356;23726639;LAN
client7;8;65356;23935018;LAN
client0;8;65356;23677509;LAN
client1;8;65356;23860482;LAN
client2;8;65356;24029191;LAN
client3;8;65356;24185509;LAN
client4;8;65356;24885735;LAN
client5;8;65356;24577570;LAN
client6;8;65356;24776908;LAN
client7;8;65356;24966037;LAN
client0;8;65356;24703528;LAN
client1;8;65356;24891235;LAN
client2;8;65356;25141025;LAN
client3;8;65356;25216349;LAN
client4;8;65356;25965117;LAN
client5;8;65356;25585978;LAN
client6;8;65356;25804613;LAN
client7;8;65356;25999252;LAN
client0;8;65356;25733368;LAN
client1;8;65356;25913809;LAN
client2;8;65356;26074394;LAN
client3;8;65356;26244172;LAN
client4;8;65356;26933574;LAN
client5;8;65356;26625015;LAN
client6;8;65356;26822418;LAN
client7;8;65356;27019356;LAN
client0;8;65356;26769982;LAN
client1;8;65356;26943198;LAN
client2;8;65356;27232957;LAN
client3;8;65356;27382631;LAN
client4;8;65356;28109129;LAN
client5;8;65356;27720361;LAN
client6;8;65356;27949963;LAN
client7;8;65356;28132148;LAN
client0;8;65356;27883692;LAN
client1;8;65356;28065017;LAN
client2;8;65356;28233583;LAN
client3;8;65356;28376191;LAN
client4;8;65356;29082532;LAN
client5;8;65356;28784745;LAN
client6;8;65356;28984050;LAN
client7;8;65356;29151876;LAN
client0;8;65356;28912632;LAN
client1;8;65356;29120629;LAN
client2;8;65356;29302519;LAN
client3;8;65356;29587638;LAN
client4;8;65356;30143933;LAN
client5;8;65356;29837546;LAN
client6;8;65356;30035622;LAN
client7;8;65356;30230805;LAN
client0;8;65356;29981962;LAN
client1;8;65356;30158518;LAN
client2;8;65356;30334356;LAN
client3;8;65356;30498755;LAN
client4;8;65356;31193077;LAN
client5;8;65356;30877337;LAN
client6;8;65356;31075351;LAN
client7;8;65356;31268499;LAN
client0;8;65356;31012433;LAN
client1;8;65356;31316557;LAN
client2;8;65356;31451644;LAN
client3;8;65356;31550335;LAN
client4;8;65356;32248848;LAN
client5;8;65356;31894786;LAN
client6;8;65356;32106221;LAN
client7;8;65356;32298902;LAN
client0;8;65356;32042180;LAN
client1;8;65356;32224461;LAN
client2;8;65356;32393894;LAN
client3;8;65356;32544771;LAN
client4;8;65356;33236470;LAN
client5;8;65356;32928145;LAN
client6;8;65356;33123121;LAN
client7;8;65356;33322408;LAN
client0;8;65356;33057982;LAN
client1;8;65356;33296073;LAN
client2;8;65356;33543964;LAN
client3;8;65356;33646912;LAN
client4;8;65356;34364233;LAN
client5;8;65356;34078966;LAN
client6;8;65356;34275149;LAN
client7;8;65356;34476103;LAN
client0;8;65356;34214302;LAN
client1;8;65356;34398726;LAN
client2;8;65356;34568065;LAN
client3;8;65356;34722306;LAN
client4;8;65356;35413599;LAN
client5;8;65356;35100095;LAN
client6;8;65356;35304653;LAN
client7;8;65356;35470760;LAN
client0;8;65356;35313124;LAN
client1;8;65356;35510653;LAN
client2;8;65356;35607998;LAN
client3;8;65356;35797946;LAN
client4;8;65356;36485567;LAN
client5;8;65356;36173036;LAN
client6;8;65356;36355561;LAN
client7;8;65356;36563956;LAN
client0;8;65356;36301838;LAN
client1;8;65356;36484305;LAN
client2;8;65356;36639251;LAN
client3;8;65356;36808106;LAN
client4;8;65356;37497942;LAN
client5;8;65356;37202289;LAN
client6;8;65356;37402108;LAN
client7;8;65356;37712605;LAN
client0;8;65356;37438198;LAN
client1;8;65356;37578063;LAN
client2;8;65356;37768380;LAN
client6;8;65356;37948381;LAN
client7;8;65356;38132170;LAN
client0;8;65356;37880504;LAN
client1;8;65356;38056227;LAN
client2;8;65356;38225257;LAN
client6;8;65356;38390243;LAN
client0;8;65356;38132413;LAN
client1;8;65356;38311375;LAN
client2;8;65356;38481981;LAN
client6;8;65356;38647765;LAN
client0;8;65356;38397344;LAN
client1;8;65356;38576447;LAN
client2;8;65356;38833456;LAN
client6;8;65356;38970211;LAN
client0;8;65356;38683716;LAN
client1;8;65356;38884702;LAN
client2;8;65356;39051418;LAN
client6;8;65356;39207484;LAN
client0;8;65356;38963381;LAN
client1;8;65356;39135449;LAN
client2;8;65356;39296379;LAN
client6;8;65356;39458137;LAN
client0;8;65356;39213277;LAN
client1;8;65356;39405273;LAN
client2;8;65356;39556219;LAN
client6;8;65356;39722639;LAN
client0;8;65356;39469298;LAN
client1;8;65356;39685421;LAN
client2;8;65356;39826956;LAN
client0;8;65356;39564313;LAN
client1;8;65356;39716697;LAN
client2;8;65356;39872821;LAN
client5;8;65356;52179378;LAN
client6;8;65356;48912965;LAN
client7;8;65356;52072495;LAN
client4;8;65356;53232325;LAN
client5;8;65356;52439194;LAN
client7;8;65356;52115009;LAN
client4;8;65356;53317283;LAN
client5;8;65356;52506401;LAN
client7;8;65356;52202582;LAN
client4;8;65356;53403875;LAN
client5;8;65356;52586594;LAN
client7;8;65356;52287447;LAN
client5;8;65356;52472280;LAN
client3;8;65356;58332387;LAN
client4;8;65356;57698900;LAN
client7;8;65356;56271314;LAN
client3;8;65356;58396581;LAN
client7;8;65356;56133695;LAN
client3;8;65356;58325525;LAN
client3;8;65356;58013194;LAN
client3;8;65356;57694385;LAN
client3;8;65356;57400087;LAN
client5;8;65356;61742905;LAN
client7;8;65356;60961707;LAN
client3;8;65356;61586422;LAN
client4;8;65356;63258891;LAN
client5;8;65356;61947414;LAN
client3;8;65356;61631812;LAN
client4;8;65356;63297479;LAN
client5;8;65356;62012062;LAN
client4;8;65356;63194337;LAN
client4;8;65356;62880996;LAN
client4;8;65356;62564539;LAN
client1;4;65356;306655;LAN
client0;4;65356;642769;LAN
client2;4;65356;867410;LAN
client3;4;65356;1059333;LAN
client0;4;65356;719238;LAN
client1;4;65356;958055;LAN
client2;4;65356;1177421;LAN
client3;4;65356;1298425;LAN
client0;4;65356;1045133;LAN
client1;4;65356;1257194;LAN
client2;4;65356;1369664;LAN
client3;4;65356;1647462;LAN
client0;4;65356;1252975;LAN
client1;4;65356;1481156;LAN
client2;4;65356;1650526;LAN
client3;4;65356;1860152;LAN
client0;4;65356;1589578;LAN
client1;4;65356;1727793;LAN
client2;4;65356;1928915;LAN
client3;4;65356;2152581;LAN
client0;4;65356;1781029;LAN
client1;4;65356;2026653;LAN
client2;4;65356;2179607;LAN
client3;4;65356;2391145;LAN
client0;4;65356;2166663;LAN
client1;4;65356;2246509;LAN
client2;4;65356;2453334;LAN
client3;4;65356;2701828;LAN
client0;4;65356;2322862;LAN
client1;4;65356;2609206;LAN
client2;4;65356;2749296;LAN
client3;4;65356;2962651;LAN
client0;4;65356;2683427;LAN
client1;4;65356;2819757;LAN
client2;4;65356;3063491;LAN
client3;4;65356;3238807;LAN
client0;4;65356;2900643;LAN
client1;4;65356;3183715;LAN
client2;4;65356;3281755;LAN
client3;4;65356;3508906;LAN
client0;4;65356;3202506;LAN
client1;4;65356;3394911;LAN
client2;4;65356;3621236;LAN
client3;4;65356;3774198;LAN
client0;4;65356;3471820;LAN
client1;4;65356;3697736;LAN
client2;4;65356;3859962;LAN
client3;4;65356;4101382;LAN
client0;4;65356;3718944;LAN
client1;4;65356;3956455;LAN
client2;4;65356;4165773;LAN
client3;4;65356;4286843;LAN
client0;4;65356;4029143;LAN
client1;4;65356;4198449;LAN
client2;4;65356;4382889;LAN
client3;4;65356;4657898;LAN
client0;4;65356;4240099;LAN
client1;4;65356;4471781;LAN
client2;4;65356;4659580;LAN
client3;4;65356;4844047;LAN
client0;4;65356;4617939;LAN
client1;4;65356;4775959;LAN
client2;4;65356;4973767;LAN
client3;4;65356;5239956;LAN
client0;4;65356;4818615;LAN
client1;4;65356;5189830;LAN
client2;4;65356;5207869;LAN
client3;4;65356;5426715;LAN
client0;4;65356;5151144;LAN
client1;4;65356;5303076;LAN
client2;4;65356;5609640;LAN
client3;4;65356;5664632;LAN
client0;4;65356;5391641;LAN
client1;4;65356;5653779;LAN
client2;4;65356;5835992;LAN
client3;4;65356;5977465;LAN
client0;4;65356;5691188;LAN
client1;4;65356;5909884;LAN
client2;4;65356;6140263;LAN
client3;4;65356;6253393;LAN
client0;4;65356;5967693;LAN
client1;4;65356;6159630;LAN
client2;4;65356;6350132;LAN
client3;4;65356;6595164;LAN
client0;4;65356;6207620;LAN
client1;4;65356;6444268;LAN
client2;4;65356;6644623;LAN
client3;4;65356;6801959;LAN
client0;4;65356;6526360;LAN
client1;4;65356;6694738;LAN
client2;4;65356;6884083;LAN
client3;4;65356;7161609;LAN
client0;4;65356;6754025;LAN
client1;4;65356;6994461;LAN
client2;4;65356;7134924;LAN
client3;4;65356;7355907;LAN
client0;4;65356;7121302;LAN
client1;4;65356;7267455;LAN
client2;4;65356;7476509;LAN
client3;4;65356;7716864;LAN
client0;4;65356;7350359;LAN
client1;4;65356;7631927;LAN
client2;4;65356;7762709;LAN
client3;4;65356;7988382;LAN
client0;4;65356;7666940;LAN
client1;4;65356;7887436;LAN
client2;4;65356;8130550;LAN
client3;4;65356;8242516;LAN
client0;4;65356;7971664;LAN
client1;4;65356;8165062;LAN
client2;4;65356;8345346;LAN
client3;4;65356;8557993;LAN
client0;4;65356;8233935;LAN
client1;4;65356;8447291;LAN
client2;4;65356;8668884;LAN
client3;4;65356;8827664;LAN
client0;4;65356;8633769;LAN
client1;4;65356;8740197;LAN
client2;4;65356;8899567;LAN
client3;4;65356;9184216;LAN
client0;4;65356;8775810;LAN
client1;4;65356;8983760;LAN
client2;4;65356;9195349;LAN
client3;4;65356;9349291;LAN
client0;4;65356;9118112;LAN
client1;4;65356;9261242;LAN
client2;4;65356;9460090;LAN
client3;4;65356;9661037;LAN
client0;4;65356;9341795;LAN
client1;4;65356;9541511;LAN
client2;4;65356;9715972;LAN
client3;4;65356;9914579;LAN
client0;4;65356;9598144;LAN
client1;4;65356;9815425;LAN
client2;4;65356;9975289;LAN
client3;4;65356;10179597;LAN
client0;4;65356;9868972;LAN
client1;4;65356;10077105;LAN
client2;4;65356;10246010;LAN
client3;4;65356;10434973;LAN
client0;4;65356;10134386;LAN
client1;4;65356;10348185;LAN
client2;4;65356;10515572;LAN
client3;4;65356;10733706;LAN
client0;4;65356;10428302;LAN
client1;4;65356;10632163;LAN
client2;4;65356;10802435;LAN
client3;4;65356;10983323;LAN
client0;4;65356;10683411;LAN
client1;4;65356;10885021;LAN
client2;4;65356;11056496;LAN
client3;4;65356;11246417;LAN
client0;4;65356;10944172;LAN
client1;4;65356;11145025;LAN
client2;4;65356;11324534;LAN
client3;4;65356;11507481;LAN
client0;4;65356;11194492;LAN
client1;4;65356;11397896;LAN
client2;4;65356;11616599;LAN
client3;4;65356;11792332;LAN
client0;4;65356;11495004;LAN
client1;4;65356;11707178;LAN
client2;4;65356;11889566;LAN
client3;4;65356;12058998;LAN
client0;4;65356;11763177;LAN
client1;4;65356;11968218;LAN
client2;4;65356;12161009;LAN
client3;4;65356;12342460;LAN
client0;4;65356;12046669;LAN
client1;4;65356;12243962;LAN
client2;4;65356;12429493;LAN
client3;4;65356;12625030;LAN
client0;4;65356;12327010;LAN
client1;4;65356;12536050;LAN
client2;4;65356;12702278;LAN
client3;4;65356;12895761;LAN
client0;4;65356;12576150;LAN
client1;4;65356;12780419;LAN
client2;4;65356;12964051;LAN
client3;4;65356;13154317;LAN
client0;4;65356;12852704;LAN
client1;4;65356;13049324;LAN
client2;4;65356;13228374;LAN
client3;4;65356;13420021;LAN
client0;4;65356;13104629;LAN
client1;4;65356;13311793;LAN
client2;4;65356;13487529;LAN
client3;4;65356;13680006;LAN
client0;4;65356;13382194;LAN
client1;4;65356;13594260;LAN
client2;4;65356;13769512;LAN
client3;4;65356;13953545;LAN
client0;4;65356;13649645;LAN
client1;4;65356;13862654;LAN
client2;4;65356;14047451;LAN
client3;4;65356;14228344;LAN
client0;4;65356;13933087;LAN
client1;4;65356;14135390;LAN
client2;4;65356;14315415;LAN
client3;4;65356;14479451;LAN
client0;1;1024;1639;LOCAL
client0;1;1024;1739;LOCAL
client0;1;1024;1640;LOCAL
client0;1;1024;1629;LOCAL
client0;1;1024;2036;LOCAL
client0;1;1024;1570;LOCAL
client0;1;1024;1677;LOCAL
