Source;Scrittori;Message Size;Time;Provenance
client0;2;4096;378413;LAN
client0;2;4096;253342;LAN
client1;2;4096;255527;LAN
client1;2;4096;294136;LAN
client0;2;4096;294555;LAN
client0;2;4096;16645;LAN
client1;2;4096;16235;LAN
client1;2;4096;343751;LAN
client0;2;4096;345911;LAN
client0;2;4096;27866;LAN
client1;2;4096;29339;LAN
client0;2;4096;331864;LAN
client1;2;4096;331711;LAN
client0;2;4096;201626;LAN
client1;2;4096;201816;LAN
client0;2;4096;193968;LAN
client1;2;4096;196043;LAN
client0;2;4096;182513;LAN
client1;2;4096;184962;LAN
client0;2;4096;173161;LAN
